label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
2	-412 N	None	pig	Modesto, Los Angeles, San Jose, San Bernardino, Oakland	1.2855 mph	2.0083	-0.7514 m^3	84	1234	0.9034	604	310	1790	720
2	1251 N	-0.047	hamster	Moreno Valley, San Bernardino, Los Angeles, Modesto, Anaheim	0.8315 mph	0.7711	0.4137 m^3	331	645	0.3987	-689	509	688	-373
1	-760 N	3.2596	reptile	Santa Clarita, Riverside	1.5412 mph	0.8395	-0.1277 m^3	1708	475	0.4989	1200	1844	420	1040
3	1050 N	0.3467	rabbit	Santa Ana, San Francisco	-1.9789 mph	-0.4484	1.8436 m^3	256	191	0.5228	-342	-668	-151	-339
3	-990 N	-0.2022	rabbit	Santa Ana, San Francisco	2.0653 mph	0.1728	0.6864 m^3	1045	1695	N/A	984	-237	557	179
2	712 N	-0.2175	HAMSTER	Los Angeles, San Bernardino, Anaheim, San Jose, Modesto	0.533 mph	0.2876	-0.2742 m^3	290	-747	1.0291	82	960	100	1052
3	-122 N	0.3709	rabbit	Stockton, San Francisco	-1.3611 mph	-0.2898	0.5319 m^3	-1249	-238	-0.2455	1445	500	712	534
3	1423 N	-0.5436	reptile	Santa Ana	0.4692 mph	0.7308	1.635 m^3		-776	0.8358	808	817	1684	230
1	-783 N	0.1269	rat	Santa Clarita	1.5328 mph	0.2039	0.2825 m^3	661	-911	-0.1815	-632	1073	-27	307
2	2087 N	1.0915	PIG	Oakland, San Bernardino, Los Angeles, Moreno Valley, Anaheim, Modesto	0.375 mph	0.7064	0.2266 m^3	-307	2315	-0.2707	-1097	844	675	-213
0	-42 N	-1.2569	reptile	Fresno, Chula Vista, Irvine, Long Beach, Bakersfield	-0.264 mph	2.1449	1.3993 m^3	843	849	0.3164	1514	725	1018	-642
1	-490 N	1.4141	guinea pig	Riverside, Sacramento	1.5824 mph	-0.0377	0.9951 m^3	2079	1161	-0.3483	490	1002	429	731
2	754 N	-0.1776	hamster	Los Angeles, Anaheim, San Jose, Moreno Valley	0.8574 mph	-0.2603	-1.267 m^3	-1498	829	0.146	1018	903	127	-237
2	1798 N	0.4336	pig	San Jose, Los Angeles	-0.8132 mph	0.4465	1.8783 m^3	-182	2162	0.5231	579	940	954	489
2	1768 N	-0.6651	pig	San Jose, Los Angeles, Moreno Valley, Modesto, Anaheim	-0.4085 mph	2.1888	-1.7915 m^3	-313	675	0.4978	-146	1052	-222	-1023
3	-342 N	-0.5068	rabbit	Santa Ana	-0.4952 mph	1.1963	-0.1503 m^3	146		-0.6063	1166	-597	965	-277
1	562 N	-0.3597	rat	Santa Clarita	-0.2705 mph	-0.2652	1.6422 m^3	2227	454	-0.535	345	649	1408	711
0	-901 N	1.8366	reptile	Fresno, Fremont, Chula Vista, Long Beach, Irvine, San Diego	-1.1968 mph	1.252	-0.0688 m^3	738	286	0.419	271	-261	1987	1384
1	-1171 N	2.0916	rabbit	Santa Clarita, Riverside	-0.4997 mph	2.3302	1.8224 m^3	396	245	0.4641	-1437	92	222	581
0	415 N	1.1841	dog	Irvine, Bakersfield, Fremont, Chula Vista	1.5509 mph	3.0181	0.2359 m^3	647	2060	0.826	489	640	538	595
3	28 N	-0.9759	rabbit	Stockton, San Francisco	-1.1425 mph	0.6714	0.7187 m^3	-932	1326	-0.9528	-305	242	397	-633
1	-482 N	2.0112	fish	Santa Clarita	0.6538 mph	1.4851	1.2693 m^3	880	661	0.2576	163	9	-428	-54
3	-110 N	1.4509	rabbit	San Francisco	0.4355 mph	1.5388	2.3987 m^3	-238	803	-0.5445	-1029	876	-633	241
0	239 N	-0.384	dog	Long Beach, Chula Vista	-1.0738 mph	2.216	-0.1396 m^3	644	-175	0.6046	1904	1397	2345	233
0	191 N	0.3607	Chicken	Irvine, Bakersfield, Long Beach, Fremont, San Diego	-1.6678 mph	1.8816	0.4047 m^3	782	829	0.6761	1952	539	854	-988
1	-211 N	1.4628	fish	Riverside, Santa Clarita	0.9016 mph	0.7187	0.6859 m^3	1147	821	0.6008	698	-461	754	592
0	560 N	1.839	rabbit	San Diego, Fresno, Chula Vista, Bakersfield, Irvine, Long Beach	-0.5973 mph	0.7389	-0.6084 m^3	725	787	-0.57	148	667	94	-439
3	-1205 N	0.4175	ferret	N/A	-0.5576 mph	0.4026	0.7105 m^3	-544	813	0.191	1746	311	586	585
0	1041 N	1.1043	dog	Fresno, Long Beach, Fremont, San Diego	-0.3482 mph	1.4765	-0.4176 m^3	311	1757	0.6128	-211	2400	1283	1605
1	-790 N	1.9039	fish	Santa Clarita, Sacramento	1.3274 mph	1.2256	-0.4743 m^3	1891	493	1.4579	393	2	-566	998
0	-559 N	-0.095	chicken	cHULA vISTA, iRVINE, sAN dIEGO, fRESNO, bAKERSFIELD, lONG bEACH	0.5263 mph	1.126	-0.8273 m^3	1875	666	0.0992	425	384	244	-128
1	1278 N	1.4476	rat	Riverside	0.9039 mph	0.1126	2.2033 m^3	1326	-1243	0.0621	1361	544	-280	391
1	215 N	2.233	fish	Sacramento, Riverside	0.811 mph	-0.5325	0.831 m^3	2839	-796	1.2578	110	-515	-23	1806
3	366 N	-0.6073	rabbit	San Francisco, Santa Ana	-0.3227 mph	0.5038	0.4139 m^3	88	-609	-0.236	-1157	-181	1748	-469
3	941 N	0.7788	ferret	Santa Ana, San Francisco	0.3589 mph	0.7517	2.0676 m^3	-1821	-350	-0.8243	1573	570	969	-401
3	25 N	0.3905	rabbit	STOCKTON	0.2158 mph	0.3413	1.6487 m^3	-326	1700	-0.6712	1294	1249	771	-1190
2	1396 N	-0.5468	guinea pig	San Bernardino, Anaheim, Modesto, San Jose	1.501 mph	2.0444	0.989 m^3	-44	-1052	1.7115	-224	1206	3008	1246
0	-134 N	0.3087	CHICKEN	Chula Vista, San Diego, Fresno, Long Beach, Fremont, Bakersfield	-0.3467 mph	1.6901	-2.3503 m^3	-213	983	0.3555	2291	-52	608	-211
0	-785 N	1.5954	dog	Fresno, Bakersfield, San Diego, Fremont	0.7179 mph	4.2259	-0.3661 m^3	279	1336	0.1364	2082	506	118	-1744
3	618 N	-0.4822	rabbit	San Francisco	-0.791 mph	-0.561	2.0632 m^3	-1369	329	-0.0831	-489	-423	-768	1398
2	-536 N	-0.9796	n/a	San Bernardino, Modesto, Moreno Valley, Anaheim, Los Angeles	1.3603 mph	0.5966	0.1027 m^3	-929	624	0.5035	-600	675	569	655
0	262 N	1.5225	reptile	Fresno, San Diego, Chula Vista, Bakersfield	0.536 mph	1.0687	1.4081 m^3	1076	1281	0.5469	-612	-584	1011	828
0	-873 N	0.3291	reptile	Fresno, Fremont, Bakersfield, San Diego, Irvine, Long Beach	0.8667 mph	1.3546	-0.1047 m^3	-1013	516	0.6261	1456	-637	843	444
0	427 N	0.365	chicken	Irvine, Chula Vista, Long Beach	0.4244 mph	1.1772	0.3501 m^3	-54	-357	1.6922	1196	-644	1281	-990
3	1139 N	0.2414	Rat	San Francisco, Santa Ana	-0.6903 mph	n/a	n/a	-659	654	0.5967	-245	417	1627	59
2	1599 N	1.0398	Pig	Anaheim, Moreno Valley	0.7355 mph	0.9826	-0.4341 m^3	493	-665	-0.0479	722	765	2013	-235
2	1934 N	1.5334	fish	Moreno Valley, Anaheim, Modesto, Oakland	0.7815 mph	-0.1794	0.6466 m^3	176	405	0.5333	-1129	806	-806	1850
2	-571 N	0.0101	rat	San Bernardino	0.1071 mph	-0.9747	0.0903 m^3	141	454	0.1898	-1437	1570	2095	126
3	1511 N	1.1765	rabbit	San Francisco, Santa Ana	0.0603 mph	0.0905	-0.8783 m^3	183	550	0.2055	1247	95	659	1206
1	1179 N	0.8351	fish	Santa Clarita	2.1957 mph	0.1361	1.7271 m^3	400	685	-1.1952	-242	-445	-63	475
1	958 N	1.9299	rat	Riverside	1.3771 mph	0.5023	-0.056 m^3	783	-762	-1.5113	702	-540	962	-867
1	1073 N	2.4322	rat	Sacramento	1.3822 mph	1.53	1.2768 m^3	1700	-287	-0.6152	-589	-669	1085	687
3	905 N	1.312	rabbit	Santa Ana	-0.0131 mph	-0.6862	1.6413 m^3	-528	167	-0.7609	497	699	988	857
3	472 N	-0.0263	rabbit	Stockton	-0.5713 mph	-0.2543	0.1375 m^3	354	454	0.4567	-586	-103	74	73
2	-612 N	-0.2471	guinea pig	Anaheim, San Jose	0.595 mph	0.7961	-0.6828 m^3	394	2169	0.0343	-2042	1448	-1575	-944
3	-785 N	0.0617	Ferret	Stockton	1.7955 mph	-0.1287	0.2666 m^3	-112	872	0.1449	34	104	1545	673
1	-1375 N	0.9867	fish	Riverside, Sacramento	0.6481 mph	-0.0316	1.2923 m^3	1189	785	0.4128	2064	152	-762	1303
2	1423 N	-0.6771	ferret	San Jose, Anaheim, Modesto, Oakland	1.6714 mph	0.0916	0.3501 m^3	-648	113	1.1761	1897	1204	2058	664
0	-126 N	1.7228	reptile	San Diego, Chula Vista, Fremont, Long Beach, Fresno	1.4703 mph	1.7589	-0.7514 m^3	-148	-411	1.2222	1074	1175	1353	822
2	-719 N	-0.3411	pig	Los Angeles	1.1003 mph	1.0047	-0.8912 m^3	93	832	0.5983	2264	1341	1564	945
1	2944 N	1.5881	rat	Riverside	1.4831 mph	-0.5543	1.5572 m^3	549	148	0.3444	392	41	352	1232
0	225 N	?	None	Fremont, San Diego, Irvine	-0.4008 mph	1.6931	0.4893 m^3	-820	1401	0.5364	422	-1013	1287	18
1	426 N	0.7483	guinea pig	Sacramento	1.1693 mph	0.0318	0.4134 m^3	1761	948	0.2181	-614	-573	-575	-223
1	295 N	1.2926	rat	Sacramento	-0.0486 mph	1.4261	-1.8036 m^3	582	-732	-0.0471	-881	1144	1414	979
3	-365 N	-0.9444	rabbit	Santa Ana	0.348 mph	2.2349	-1.1268 m^3	1017	-772	-0.676	-1080	-203	720	707
3	71 N	0.9669	rabbit	San Francisco	-0.4931 mph	1.2083	2.5148 m^3	792	466	0.2591	-1136	859	617	-31
2	-220 N	-0.1286	hamster	Los Angeles, Moreno Valley, Modesto, San Jose, Anaheim	0.5432 mph	0.9179	0.9039 m^3	-288	553	1.0588	None	1447	896	459
0	147 N	1.1375	reptile	Chula Vista, Bakersfield, San Diego	-0.0741 mph	0.9085	-0.384 m^3	-808	284	0.0134	1578	11	404	-1487
0	1553 N	0.2419	chicken	Irvine, Long Beach, Chula Vista, Fresno, Fremont	0.8023 mph	0.5653	0.2078 m^3	1315	543	1.5331	2097	1114	639	?
1	1153 N	0.6053	rat	Los Angeles, San Jose, San Bernardino, Modesto, Oakland, Anaheim	1.3087 mph	0.7333	1.059 m^3	2179	647	1.0205	1375	N/A	-45	728
1	-213 N	N/A	rat	Riverside	0.6188 mph	0.6981	1.2523 m^3	1450	1049	-0.9006	-1885	406	375	1189
2	1847 N	2.49	cat	Oakland	-0.0105 mph	-1.2614	1.9906 m^3	1320	-203	-0.1121	-545	848	467	1550
0	-162 N	0.394	chicken	Fresno, Fremont, Irvine	0.5417 mph	1.4375	-1.6147 m^3	918	-473	0.0631	1321	597	-845	64
2	1399 N	0.0743	bird	Modesto, Anaheim, Moreno Valley, San Jose, Los Angeles	0.7642 mph	1.6037	0.0846 m^3	416	1035	0.655	-572	1867	1	433
1	2129 N	1.0809	fish	Riverside, Sacramento	0.197 mph	0.5784	1.8592 m^3	813	-804	0.8356	431	385	645	1264
2	2768 N	-0.2289	cat	Moreno Valley, Modesto, San Jose, Anaheim, Los Angeles, San Bernardino	-0.1012 mph	-0.1474	2.041 m^3	-877	-1364	0.9819	444	242	527	-1148
0	138 N	-0.0741	dog	Irvine, San Diego, Bakersfield	1.2039 mph	1.0525	-0.5385 m^3	751	-1021	-0.0921	639	768	1547	-291
2	1279 N	1.5324	ferret	Modesto, San Jose, Oakland, San Bernardino	0.0951 mph	-0.384	1.4125 m^3	765	-203	0.5961	547	1017	-89	-2650
0	705 N	0.7617	chicken	Chula Vista, San Diego, Irvine, Fremont	0.4043 mph	-1.4321	-1.2589 m^3	100	211	0.9658	288	-1109	1132	1322
2	620 N	0.1198	pig	aNAHEIM, lOS aNGELES, oAKLAND	0.3025 mph	1.127	1.0223 m^3	919	871	0.605	-655	-185	414	-1272
3	455 N	0.4252	rabbit	Stockton, Santa Ana	1.0522 mph	-0.4541	1.1774 m^3	-646	631	-0.1476	-2099	1680	243	-38
2	808 N	0.299	guinea pig	Anaheim, San Bernardino, Moreno Valley, San Jose, Oakland, Los Angeles	0.2629 mph	1.3075	1.0869 m^3	455	27	1.1276	1883	1119	456	461
0	841 N	1.1687	dog	San Diego, Fresno, Chula Vista, Irvine, Long Beach, Bakersfield	-0.3117 mph	0.1513	-0.0733 m^3	205	2200	0.4361	169	834	1193	-1148
3	-343 N	0.5029	rabbit	Stockton	1.5269 mph	0.2877	-1.3165 m^3	2	92	0.2671	2733	-1330	710	886
2	184 N	0.2299	cat	Los Angeles, Oakland, San Jose, Moreno Valley, Anaheim, San Bernardino	-0.3192 mph	0.3116	-0.6421 m^3	-243	197	-0.2156	-33	340	1031	-257
3	726 N	0.4057	rabbit	Stockton, Santa Ana	0.325 mph	0.1124	0.4776 m^3	-927	406	-0.7826	1298	1120	1578	216
3	1094 N	-0.1885	ferret	San Francisco, Stockton	0.3982 mph	0.5923	-0.7484 m^3	494	-410	0.5788	998	4	1230	1049
3	-427 N	0.4642	chicken	sAN fRANCISCO	-0.6982 mph	1.798	-0.2062 m^3	942	116	-0.5891	595	674	483	178
0	3266 N	1.311	dog	Long Beach, Chula Vista, Irvine	0.3051 mph	-0.4142	0.9219 m^3	961	976	1.8208	2244	0	-646	654
3	-424 N	0.6172	ferret	Santa Ana	-0.8827 mph	0.3681	0.3861 m^3	-413	169	-1.8594	1093	769	385	212
2	1153 N	-0.2768	cat	Los Angeles, Oakland, Modesto, Moreno Valley, San Jose	1.811 mph	-0.1689	0.2858 m^3	-1246	569	0.7116	1020	NULL	958	-914
0	965 N	0.1131	dog	Fresno, San Diego, Chula Vista, Irvine	0.4864 mph	0.8248	-1.3179 m^3	-1236	1219	0.0466	626	-501	375	693
2	131 N	-0.8232	hamster	San Bernardino, Modesto, Anaheim, Los Angeles	1.5309 mph	-0.4143	2.2787 m^3	-860	-280	0.4898	448	669	286	-1087
1	168 N	1.6869	rat	Sacramento, Santa Clarita	1.1907 mph	-0.8769	-0.3187 m^3	978	716	-0.7634	2098	949	-610	1049
1	-999 N	0.8577	rat	Santa Clarita, Riverside	1.3114 mph	0.2928	0.7393 m^3	913	385	0.5855	1046	-660	-229	-393
2	-775 N	1.0695	rabbit	Moreno Valley, San Jose, Oakland, Los Angeles, Anaheim, Modesto	2.2174 mph	-1.1748	1.2091 m^3	-71	1448	0.2962	2859	-830	-136	1330
0	-1973 N	1.5805	dog	Irvine	1.1107 mph	2.2941	-0.4063 m^3	-365	-449	0.2591	582	1308	44	-161
2	1969 N	1.8241	chicken	San Bernardino, San Jose, Anaheim	0.0985 mph	-0.4267	-1.5997 m^3	32	399	0.1019	-859	607	762	1065
1	2593 N	1.834	fish	Riverside	-0.1043 mph	0.3951	0.1743 m^3	979	1091	1.0117	494	689	-230	-535
3	216 N	0.5219	ferret	Stockton, Santa Ana	-1.4907 mph	1.4836	1.523 m^3	1600	895	0.2879	91	836	940	1236
2	1988 N	0.2334	guinea pig	Modesto	1.5971 mph	0.1231	0.2053 m^3	-520	357	0.558	441	1014	1506	-1666
1	196 N	0.9076	fish	Sacramento, Santa Clarita	1.261 mph	0.5501	0.7516 m^3	2475	-912	-0.3425	-209	-110	386	-642
2	-232 N	2.376	guinea pig	Oakland, Anaheim, San Jose, Moreno Valley	-0.9469 mph	0.6014	1.126 m^3	394	244	0.9889	153	1170	1044	-334
2	1313 N	0.7103	hamster	San Jose, Anaheim	0.5837 mph	-0.3409	1.0814 m^3	480	332	-0.0778	-1825	1085	1183	-485
2	-718 N	-0.9518	cat	Moreno Valley, Los Angeles	1.3435 mph	0.6961	1.5918 m^3	-134	2095	0.2172	-1396	1119	-70	77
3	598 N	-0.7713	rabbit	San Francisco	0.8618 mph	0.526	1.1724 m^3	511	-276	-0.1557	-1305	-469	-379	-1310
1	-1836 N	1.4969	rat	Santa Clarita, Sacramento	1.0345 mph	-0.7329	-0.2568 m^3	-10	895	1.3019	625	368	-810	114
3	1126 N	1.1718	rabbit	San Francisco, Stockton	0.5744 mph	0.8344	-1.346 m^3	214	81	0.0274	193	581	940	-1162
3	-895 N	-0.2637	ferret	Stockton, Santa Ana	-0.666 mph	3.2062	0.7816 m^3	-578	230	1.2753	27	109	1250	-1151
1	-651 N	1.0446	rat	Riverside, Sacramento	-0.0429 mph	1.1693	0.643 m^3	1250	-1310	-0.9005	273	444	939	528
2	2373 N	-0.1224	hamster	Moreno Valley, Oakland, San Jose, San Bernardino, Anaheim	0.5275 mph	0.3153	0.065 m^3	483	-1005	0.4282	-902	1994	904	-1025
2	795 N	0.0004	bird	Modesto, Moreno Valley	0.9206 mph	0.2018	1.215 m^3	-94	-45	1.0445	-484	1202	2034	274
0	660 N	0.0477	ferret	San Diego	-0.1942 mph	0.3002	0.6404 m^3	365	337	0.524	1453	834	390	-254
0	n/a	1.7674	chicken	Bakersfield, Irvine	0.9884 mph	1.6189	-1.0165 m^3	255	755	1.1066	1557	971	-555	None
2	313 N	0.7344	rat	Modesto, San Jose, San Bernardino	1.3351 mph	-0.5833	0.5179 m^3	-1173	-829	1.2825	174	839	670	66
2	417 N	-1.0583	guinea pig	Los Angeles, San Bernardino, San Jose, Moreno Valley, Anaheim	0.1825 mph	-0.6946	0.1568 m^3	-93	1011	0.8061	1118	384	-1146	461
2	3063 N	0.1457	bird	San Jose, Oakland	0.912 mph	0.0968	-0.8552 m^3	-934	1128	-0.0927	2255	553	835	-605
1	-91 N	1.6062	rat	rIVERSIDE	1.0287 mph	-1.2534	0.0693 m^3	147	188	-0.1815	-893	-1046	176	1257
0	877 N	1.9228	ferret	Fremont, Fresno, San Diego, Chula Vista	0.074 mph	0.629	None	-955	716	0.7599	-786	609	922	207
0	214 N	1.5026	dog	Long Beach, Irvine	-0.3342 mph	1.4618	-0.931 m^3	-160	673	0.9192	67	-208	1809	860
2	445 N	0.013	Cat	San Bernardino, San Jose	1.4141 mph	0.1954	0.7845 m^3	-343	102	1.0383	-161	472	-287	-142
1	-749 N	1.6028	rat	Sacramento	0.684 mph	0.2569	-0.297 m^3	739	90	0.1515	-84	97	975	895
3	N/A	1.3958	reptile	Santa Ana, San Francisco	0.092 mph	-0.6027	1.2346 m^3	924	421	0.5646	758	1018	519	-639
3	-232 N	0.1761	hamster	San Francisco, Santa Ana	0.0055 mph	-0.1676	0.5896 m^3	29	-521	-0.0735	-775	-600	468	759
0	1497 N	-0.2839	reptile	Chula Vista, Long Beach	-0.7028 mph	0.7375	0.3218 m^3	58	-193	0.2407	1544	-212	1610	NULL
3	1461 N	1.706	rabbit	Santa Ana	-1.3523 mph	0.0908	1.2473 m^3	-796	-364	0.7168	153	273	239	915
1	767 N	1.1114	rabbit	Riverside	-0.2743 mph	0.6215	0.5797 m^3	138	1502	0.4776	-698	698	-387	-1123
1	-728 N	0.9162	cat	Riverside	0.8107 mph	-1.4611	0.8925 m^3	641	38	-0.0812	243	358	-1602	837
2	634 N	0.1444	cat	Oakland, Modesto, San Bernardino, San Jose, Moreno Valley, Los Angeles	1.2195 mph	0.0766	-0.6931 m^3	506	390	0.4185	2431	551	1362	-301
1	-713 N	1.3537	fish	Santa Clarita	1.6944 mph	-1.5162	1.0264 m^3	1471	930	0.8538	-1991	-8	-120	1606
1	-153 N	-0.3561	rat	Riverside	0.6079 mph	-1.0153	0.7288 m^3	2141	261	0.8786	1677	85	1099	795
0	133 N	2.5298	bird	Chula Vista, Long Beach, San Diego, Bakersfield, Fresno	0.2787 mph	0.8786	0.0213 m^3	75	949	-0.2338	-346	553	1329	20
1	-10 N	2.3481	rat	Santa Clarita	1.2306 mph	0.6277	1.3666 m^3	1184	n/a	-0.1847	115	612	-604	1040
1	-45 N	1.348	cat	Santa Clarita, Sacramento	0.8576 mph	0.3356	0.2277 m^3	1974	828	0.1991	-362	879	893	550
0	-357 N	-0.444	reptile	Irvine, Fresno, Chula Vista, Long Beach, Fremont	0.222 mph	1.9056	0.3767 m^3	1486	1230	0.8859	746	11	-411	687
1	-1050 N	0.2023	rat	Santa Clarita	1.8722 mph	n/a	0.8152 m^3	1642	858	-1.146	-1301	358	575	403
2	795 N	-1.6445	bird	Anaheim, San Bernardino, Oakland, Modesto	1.7941 mph	0.7951	-0.18 m^3	202	1234	0.8636	1360	2354	1442	-758
1	-678 N	-0.1449	rat	Chula Vista	0.9833 mph	1.1373	-0.1237 m^3	722	656	0.1871	-251	514	-540	1563
0	-385 N	1.8302	DOG	Irvine, Fremont, Long Beach, Bakersfield, Chula Vista, Fresno	0.1677 mph	1.9707	-1.3934 m^3	-1041	705	0.3956	1566	345	5	-597
1	-45 N	1.4954	fish	Sacramento, Riverside	1.6602 mph	0.61	1.564 m^3	419	-462	0.5283	-893	240	681	519
3	724 N	-0.3841	rabbit	San Francisco, Stockton	0.372 mph	0.2093	1.1321 m^3	215	268	-0.129	-685	125	-217	-1130
3	326 N	0.0402	rabbit	San Francisco, Stockton	0.6947 mph	-0.6985	1.5303 m^3	-502	1671	-1.3394	756	-150	-509	510
2	699 N	0.2854	cat	Los Angeles, Anaheim, San Jose	-0.0568 mph	0.055	1.8365 m^3	236	244	1.3531	-1237	675	1395	404
1	107 N	0.0823	rat	Santa Clarita, Riverside	1.4818 mph	-0.587	0.2057 m^3	-69	-279	0.0353	531	756	-686	-496
0	766 N	1.2387	rabbit	Chula Vista	-0.1704 mph	0.3672	0.9015 m^3	-288	-245	-0.3693	775	566	2108	-139
2	243 N	-0.3505	cat	Moreno Valley	0.9488 mph	1.4687	0.7504 m^3	650	-868	0.9761	-1164	78	2464	-207
1	119 N	0.8871	rat	Santa Clarita, Riverside	0.4088 mph	0.6769	0.0957 m^3	273	345	0.959	-458	-311	101	433
3	46 N	0.237	dog	Stockton	-0.4476 mph	0.6798	0.6044 m^3	774	610	0.3564	-1282	584	1026	-153
2	2048 N	0.2994	guinea pig	Oakland, Modesto, San Jose	-0.2623 mph	0.3709	0.7716 m^3	341	-297	0.9574	820	-211	227	-1226
3	482 N	0.4175	bird	San Francisco, Stockton	0.1723 mph	0.5432	0.4088 m^3	-21	-301	0.1043	233	-379	247	-775
3	-906 N	-0.014	ferret	San Francisco, Santa Ana	0.1206 mph	-0.2224	1.333 m^3	-501	964	1.2485	-543	323	266	-462
2	-196 N	0.4211	bird	Sacramento	1.0289 mph	0.4852	0.5112 m^3	-208	1368	0.1377	-1050	613	1048	-181
1	-927 N	0.8226	fish	Santa Clarita, Sacramento	-0.3155 mph	0.1005	0.7709 m^3	49	834	0.6598	527	244	1626	493
0	-193 N	-0.7394	dog	Irvine, Bakersfield	-0.3275 mph	1.5029	0.051 m^3	576	-189	0.4581	1047	-596	-39	-364
3	534 N	1.384	rabbit	Santa Ana, San Francisco	-0.7804 mph	-0.0761	3.2928 m^3	-626	712	0.4005	-641	1159	1388	1046
0	739 N	1.512	reptile	Fremont	0.7653 mph	1.1262	-1.6905 m^3	-89	124	0.8419	2175	-184	629	536
3	1213 N	-0.9103	ferret	Stockton, San Francisco	0.4594 mph	0.5435	0.5394 m^3	340	?	0.6487	242	-619	2034	-90
0	157 N	1.6083	chicken	Chula Vista, Fremont	1.4792 mph	1.5942	0.9719 m^3	-1592	-209	0.496	409	692	1216	-650
3	803 N	0.9625	rat	San Francisco, Stockton	-0.666 mph	0.0756	1.927 m^3	-17	1382	-0.9621	431	373	1880	210
0	-831 N	0.7426	chicken	Fremont, Bakersfield, Long Beach, Irvine, Chula Vista, Fresno	-0.3045 mph	0.9933	0.031 m^3	1001	-949	-0.0616	2219	-1365	1862	140
0	-1146 N	0.0732	dog	Irvine, Fresno, San Diego, Long Beach, Bakersfield, Chula Vista	0.8479 mph	1.5241	2.6098 m^3	540	1255	-0.2126	1328	30	1183	1226
2	-297 N	0.811	hamster	Moreno Valley	0.3156 mph	2.6905	0.0646 m^3	634	735	0.9286	-123	32	168	991
3	n/a	0.113	rabbit	San Francisco	-0.4231 mph	0.2887	0.1719 m^3	177	1161	0.4934	34	776	3310	807
2	2062 N	-0.0462	hamster	San Jose	1.3163 mph	0.8427	0.6867 m^3	-717	272	0.5012	-787	133	1846	-323
0	-109 N	-0.1164	ferret	Fresno, Fremont, Chula Vista, Long Beach, Irvine	0.5143 mph	0.2635	-2.464 m^3	-576	348	0.7287	2834	813	553	-265
2	-1074 N	-0.8658	fish	Anaheim, Moreno Valley, Los Angeles, San Bernardino, Modesto, Oakland	0.0723 mph	-0.8922	0.0235 m^3	-313	238	1.5392	1269	529	1252	-20
3	-640 N	0.1751	ferret	Stockton	0.5392 mph	0.1838	-0.0456 m^3	-117	-207	-0.1064	133	878	790	-141
2	1049 N	0.8353	hamster	Moreno Valley, Oakland, San Jose, Los Angeles, Anaheim	0.5402 mph	-0.0652	0.6437 m^3	967	444	0.8422	840	166	280	-487
2	990 N	0.6706	guinea pig	San Jose, Los Angeles, San Bernardino, Moreno Valley	-0.3669 mph	1.561	1.0635 m^3	557	-513	0.926	448	1281	2324	245
2	-107 N	0.0608	fish	San Jose, Los Angeles, San Bernardino, Oakland, Modesto, Moreno Valley	0.9695 mph	0.2179	0.096 m^3	-31	-416	0.227	1682	-101	248	-1060
0	976 N	1.1261	chicken	San Diego, Irvine, Fresno, Bakersfield, Chula Vista	-0.4314 mph	-0.952	1.1833 m^3	1184	278	0.9315	1154	576	248	-901
3	-7 N	0.6134	rabbit	Santa Ana	-0.1778 mph	1.3492	0.358 m^3	640	997	-0.2062	370	1600	277	-73
0	291 N	1.3822	chicken	Bakersfield, San Diego, Fresno, Irvine, Fremont	-0.2287 mph	1.3087	1.1702 m^3	-298	921	1.0583	1486	22	329	-199
1	1673 N	1.191	fish	Sacramento	0.5722 mph	1.4861	-0.6785 m^3	2374	-179	-0.3825	-2203	-1564	512	838
2	1145 N	-1.7485	pig	Oakland, San Jose	-0.6808 mph	2.0555	1.2882 m^3	740	247	0.1594	-2358	1009	-541	128
0	1233 N	0.4905	REPTILE	Long Beach, Fremont	-0.4077 mph	1.0401	0.4877 m^3	168	464	0.2352	2542	-201	-99	732
3	-366 N	-0.7959	ferret	San Francisco, Santa Ana	0.2986 mph	2.4041	0.4095 m^3	837	181	0.288	-1381	279	538	-1432
0	2414 N	2.3489	reptile	Fresno, Chula Vista, San Diego, Bakersfield	0.6675 mph	1.0317	-0.7296 m^3	-566	14	1.1318	662	-601	559	861
3	758 N	-0.2644	ferret	San Francisco	0.3823 mph	1.5322	1.0855 m^3	-883	-105	0.1339	96	-655	744	803
2	1735 N	1.303	cat	San Jose	N/A	0.2899	0.3068 m^3	272	273	0.7409	1264	792	489	-110
2	2768 N	0.5556	hamster	San Jose, Anaheim, Modesto, San Bernardino	-1.2539 mph	-0.2562	0.5906 m^3	-316	752	1.0687	1075	31	1431	923
0	1697 N	0.6895	reptile	Irvine, Long Beach, Fresno	-0.3173 mph	0.4924	0.6236 m^3	-387	852	0.923	-921	1603	1678	-1092
0	392 N	1.3053	chicken	Chula Vista, Bakersfield	-0.927 mph	0.2813	0.5531 m^3	1248	767	0.4896	1164	173	958	-975
3	-1816 N	0.0069	rabbit	Stockton, Santa Ana	0.0992 mph	0.1059	0.9473 m^3	-14	2397	1.2558	59	-725	623	-407
1	604 N	1.7338	rat	Riverside, Santa Clarita	0.4684 mph	1.4643	-0.8553 m^3	974	711	-0.0082	-904	180	632	520
1	-1177 N	0.3299	Fish	Riverside	-0.0336 mph	1.0868	1.3198 m^3	-333	520	0.501	-948	819	297	-701
